Sentiment,Text
excited,wondering why my boyfriend hasnt called me for a week.. . i think the end is coming for is...
relaxed, the girls in the year above me at school
sad,i just watched Marley &amp; Me...i cried so hard!
sad,"just missed to answer his IM AGAIN! For the nth time! This is making me sad.  Whenever he IM (which is all the time), I am always out."
sad, No Sky. Terrestrial analogue only
excited, ugh! Fuck it. Today doesn't look like it's going to work  i'm sorry
sad,I'm craving something salty in my mouth!  Tired of pretzels tho.
sad,"aww, anyone see hollie steel on BGT tonight? wharra shame"
sad,http://twitpic.com/67k9w - - My besties. If only  was there.
sad,"Is there a way I can sleep for the next 8 or 9 days? That way when I wake up, she'll have returned &amp; I wouldn't have missed her SO MUCH!"
sad," I believe the address is 300 Ottawa Ave. NW, Grand Rapids, MI (Calder Plaza), wish I could've seen you guys last night or today"
relaxed,gymnastics time.  My last night for teaching Friday evening classes.   New summer schedule starts next week.
sad, nah i understand you cant cancel i just wanted you to come
sad,Gah! I left my glasses at work and reading is giving me a headache.  I can't believe how much I need them these days.  Old age.
sad,AP: North Korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via _Report) Scary talk to say the least.  mm
sad," hey kellie,how are u?I FEEL HORRIBLE!"
happy,Annoyed  greg diddnt go through  i guess well done holly
excited,I burnt myself
sad, i like it and all butttt your not going to have it at the august 7th concert which hurts my feelers
sad,I am so sick and tired of this on and off rain
relaxed,Was eating a manderin. But it's all gone now!
relaxed, I know. It's not hard to NOT click reply.  Sorry to hear about the possible stomach condition  Sucks to deal with.
sad, Im so jealous that Im not going to blogher
sad,AHHHHHHHH!I can't get miley to notice me......
sad, My stay was great! BUT my mother gave me the cold/flu before I left and I still have a cough...
relaxed, if only the weather would cooperate for us to get in the pool right now. It's been too cold all spring
relaxed,wishing i was karen from will&amp;grace
happy,im cleaning listening to fiona apple then off to a birthday party!!!!!! i cant believe that im 25 already
relaxed, actually was planning on working @ w12th but alas meetings kaiboshed that plan
sad,i dont know what to do on my lame fridaay  maybe go out with my besties!!
sad,It's 10.30pm on a Friday night and I'm going to bed. How pathetic.
sad,  That's sucky. We'll miss you being on.
relaxed, I guess  cant request  the same song though
excited, ohhh your soo lucky it is nice out. Here it is rainy and humid.
sad,jazzy we should be in vegas w A team
relaxed,I had fries and an ariZona at 1130 and that's the only thing I ate today.  feeeeeed meeeeee
sad,"To cap things off, the lower part of my back really hurts."
sad,_fann coming up! Sowwy!
sad,what an awkward day. it sucked
relaxed,ONE OF THE WORST DAYS OF MY LIFE.
relaxed,you know ur dog is getting old when she sits down to eat...poor hilly please don't grow up
happy,Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   &lt;333333333 txt.me.hon!!!
sad," sorry mom! I didn't mean to. I shouldn't have tweeted that, you are already having a hard day  Love you!"
excited, http://twitpic.com/624qo - but a brown snake bit my duck named Elvis  anyway ahaha Elvis is soo cutee!! And so is Nicho ...
relaxed,Going to work
relaxed,Nooooothing to do tonight
sad,Ohh boy my babys tooth came out !
excited,Princess Sakura is MINE  therefor i want to use it on TJ! grr
sad,I am in so much pain I really don't feel too good. Couldn't eat my dinner
sad," Yeah I just accepted UBC's offer last night, but I dunno if I'll still make it in because I've been slacking off a lot lately."
sad, broken  I can't c it
happy, no you can't. no you can't.   i'm just kidding. that was mean. i love you.
excited, I'm not a hobo.
sad,Loving the new skype! Especially for someone like me who lives half a world away from home!
sad,_kayla02 Sorry! I didn't mean to ruin the rest of your day
relaxed,crying to A Walk To Remember as usual
sad,on my way to work. I'M SO HUNGRY!
sad,My big mistake for today is falling asleep while i got lots of things to do
relaxed,It's been 2 days without gas...the gas company turned it off to do maintenance. I can't cook.
sad, really has anyone got through to the finals yet? yeah was it i was stuck in class for most of it  loveyoufletch xxxx
relaxed,@a_simple_girl  I have to miss the festivities this evening.  Heading up the hill and won't have internet and no BB service.
sad,now its raining in PHL and more delays in the flight schedule - bummed that I will be missing Jay Leno's last tonight's show today...
sad," wish we could have surprised them and gone to H, but just couldn't work it out."
sad,  you are disappointing me......
sad, I don't think  will want to come back  (guys read your dms)
excited,At the DMV uhhhg!
relaxed,  Glad you're ok!
relaxed, http://my.barackobama.com/page/content/iphone but it no longer seems to be in the app store.
relaxed, that wasn't nice
sad,Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I'm already dead tired = very bad.
happy,"Back @ home AGAIN .. bathing kids, ironing clothes for hubby .. nephew's graduation tonight! I remember when he was 2!"
sad,mummy i need you
sad, i'll miss you when i go to future kill hannah shows
relaxed, mine do it no matter WHO i'm on the phone with!
sad,went to see the dentist. can't eat and im starving. really sucks.  and ist's painful.
sad,"have to change practice pools, someone threw up in our normal pool"
sad,ha im so glad it stopped raining.  my umbrella broke today
sad,Is trying to recover from a broken heart....yet again for the 2nd or 3rd time
sad,did crossfit running today...agitated my right leg
sad,have a biiig headache.
excited, you make people drink petrol and set them on fire? Your not the person i thought you were
happy,Bout 2 Miss Mah Lakers Play 2day...  This Orange Box Is Fuckin Up The Rotation!.. Mah Real LA Fam.. Keep Me Posted!.. I LOVE HATERS 2!!
sad, I never was good at platform games...
sad,I have started to fear weekends since joining German classes
sad, Oh no!!    Hope they get you in soon and can make you feel all better.  Hugs from the other coast!!
sad,just went to the dentist my mouth hurts and I can't eat until 8
relaxed,Been working so hard - its a drag not having time to tweet.!
happy,Two week extension on contract ... I'm ready for it to be done
relaxed,My eyes hurt
sad,ahh sore throat and tired. want to go back to bed. but have work
sad,I am pretty confused.. leaving is the best option and I know it will benefit me.. but I don't want to leave behind what I truely love
relaxed,I wanna be at BEA as well!!!!   
excited,Birthday tomorrow. Doing jack shit all weekend
relaxed,"i miss the jokes and making fun of ppl and throwing ideas for songs, movies, and shows at eachother the most.  that'll never go away..."
sad, i'm sorry  today's been nothing but a fucking heartbreak
relaxed,sooo reluctant to study for finals right now.... but i have to
excited,woke up way later than I intended to today  Need to start getting to bed before 5 a.m. b/c this will be a bad habit to break later
relaxed,@R_casagrande haha thanks. but if it keeps raining i might not go
sad,I wish my cats were indoor cats.
sad,this darn cold just keeps getting worse  i bought some hayfever pills just to try out maybe i've had that all along
sad,Well it's official I have strep
excited, so afraid my daughter's gonna write a memoir where i'm some ungodly mix of Miles &amp; Betty Davis in All About Eve
sad,no one calls me anymore
sad,"is on her way to Seattle! Yay for Seattle, boo for Matt leaving."
sad,_Itx no credits for me unfortunately!
excited, i wish i could meet you once  do u think this will happen someday? :'(
excited,_Jen LOL - I know... seems that the whole fabric of our earth will now unravel - lol - I guess people have never seen bambi
sad,Best friend is leaving to go back to school today..I am so sad
sad,"late for   sick kid at home, hope she feels better later tonite"
excited, someone hates me
relaxed, Have you seen this girl!? http://bit.ly/14LVI    I feel so bad for her
sad,Sunburn hurts...
relaxed,Cough drops taste gross...blaaaqhhh
sad,I dont like this random gloomy weather
sad,  well hit me and we can see...it depends then
sad,The random article generator on Wikipedia led me to: http://bit.ly/EMtcw which I remember playing before. I never got past the 1st level
sad, You never write back babe.... my feelings are hurt
excited, oh man! They better do something to fix that!! ugh stupid Verizon
excited,My boss called me anerexic
excited,"I have to go clothes shopping tomorrow  I hate it, but I have a serious &quot;clothes falling apart&quot; situation here."
sad,plus it hurts seeing sum1 you love falling for someone else!  not even kidding im wellllllllllllll gutted. xx xx
sad,wishes people wouldn't be so stubborn sometimes.
happy,The heat is here!!!
sad,"Whoa, I didn't mean to sleep for more than an hour"
sad,  I wish you could get back in yours!! I'm thinking only 16 hours a week out of the bubble would be okay?!
sad,is feeling rather lonely and broke...oh wait...I am lonely and broke.
excited,"Q: what happens when you don't marry your ex? A: you dont get a ring, therefore ending up with NOTHING to pawn when u need $$"
relaxed, Oh THOSE messages. Probably not
happy,I wanna see that movie &quot;Keith&quot; with JMcCartney in it! It looks sooo good. But none of the video stores here carry it
excited,"Looks like rain again  Oh well, it will give me a chance to work on a new crochet pattern I have in the works."
excited,Getting all annoyed cos this weekend's going to be hot. I'm bloody working
happy, HAHAHA i only have the groundhog to play with
sad, no panasonic charger.sorry
sad,He didnt leave a voicemail..  -121908inlove(:
sad," Omg. I am so sorry. Sorry, I never know what to say"
sad,"Back from the gym! I'm no expert or anything, but I'm pretty sure I am not going to be able to move tomorrow, maybe even in a few hours!!"
sad,Last day at DMA over!     a million sad faces.
sad,Just drove by fisher and I feel so sad
relaxed, no go on the bro down tonight for brett
happy, I hear you. I can't think of a layout either.  lol I've been trying for i dont know how long.
sad,Going to buffalo wild wings to meet up with my best friends I haven't seen in forever! Too bad I can't eat the food
sad, meagan rochelle &quot;the one u need&quot; i would say &quot;cater 2 u&quot; by he didnt produce that.
sad,i am on BLAZE and my head hurts.
relaxed,Guys... a serious question. Which song do you like most of all your CDs? Be honest! I know you won't reply me  &lt;333 Maria
relaxed, I bet this would've been fixed if I could've called up  on the phone and explain this whole situation. Jeez.
excited, I want to hit that
sad,"oh, not just his IMs, but also from all my friends who IM me! This really sucks, I am always not around!"
relaxed, Awww boo. Maybe i wont be sober during 3s team at evo. I need to snag someone to be my partner
sad, i thght i voted bt i dnt think it workd!  Whats the link 2 vote for u! Nobody deserves it more than u do. Ur so talented. I&lt;3U
relaxed, we r the lost troopers. But I want to know
sad,don't feel good
sad, Tried and no good but thanks anyway.   Off to youtube world.
relaxed, agree with you about facehunter  embarrassing representation. compare to swedes who all look like they were born stylish.
relaxed, I thought all the Apple Store and/or Best Buy guys wanted on?!
relaxed,"Man, looking through and packing up my books is looking at my past lives. Feeling kind of sentimental"
sad,I wanna feel my chin
sad,had best get revising over da weekend got an exam on Monday for 2 hours!!!!!!!
sad,"It is so miserably hot, the a/c in my house is broken"
sad,got beat by super LARRYonation
happy," Hey, I made us a house on the Sims! Oh and you have like a perfect balance and i'm always lacking stuff like fun etc!"
relaxed," Hehe. Yeah, me too.  or I would totally write it. XD"
relaxed, 4th... Please not! Maybe she'll get 3 attempts and win tomorrow!!
sad, lol now your making me feel bad for not coming on  lol
sad,is allergic to you...Oh NO!
sad,My breath is weezy.  No more going to knotts when you've been sick all week.
sad,"I'm feelin sad, depressed, lonely, unhappy all at once. Rwhats wrong with me"
relaxed, I was in there earlier I'm not at home  I'm ok my iPod!
sad, pq vc nÃ¯Â¿Â_o pediu amor
excited,Feel like crap today   Got a speeding ticket 1st since 5 years...blows!!!!!!!
sad,"And you could have it all, my empire of dirt! I'm in a&amp;e with dad I'm freezing fully shivering Every1 else is warm  no fones allowed ffs!"
sad,My back hurts...really bad
sad, it's 2 big I can't Use it 4 everday use
sad,"Hello and thank you for all of the  people. I always forget, sorry"
relaxed,"to be really really... not bored but bad, i won't now the news  but thats ok. BRB x"
relaxed,"Oh please! I wanted to complete an unfinished tweet, and 5 tweets cropped up in between!  and now my tweet looks dorky."
sad,I have a headache. Also we are dealing with a lice outbreak. My lovely hair has been affected.
excited,I'm not sleeping at all until  accepts my appology
sad,  hope your day gets better soon!!
sad,Wtf i just found out that the 20th annual NJ state chili cookoff is tomorrow and im gonna miss it
relaxed," Great service, but I find the time lag from time of posting to appearance on Twitter to be a small downer"
excited,its raining! boo
happy,cba with exams! 17 left!
relaxed,: sorry forgot that
excited,  you don't love me anymore!
sad," Sorry to hear that, dude"
relaxed,_1988 cool i wish i could av gone 2 da 1 he did where i live but i couldnt
excited,I think I may have just lost my job... FML
sad," Not at the moment, well i cant find it yet!  LOL"
sad,"It's not monsoon season in Telluride yet, so why does it keep raining everyday?!"
sad,I just spent 45 minutes at the book store. I only bought one book.
sad,missing  on his birthday
sad, Never been to the USA before  It would be great to the cruise/tour next year. Whatever it is its gonna be a blast
excited,_In_TX I know what you mean.
sad, ahh yeah i get what you mean i have an Alevel retake exam the day after the gig  so yah im pretty stressed!!!
relaxed, ur Mom just called. Guess NOT. C U @ 5
relaxed, did you put a spoon in it?
excited, and added it to his collection. i was too much of a punk bitch to ask for it back.
relaxed,never part of these follow fridays
sad,"to be really really... not bored but bad, i won't know the news  but thats ok. BRB x"
happy,Cause these stupid people dont have my phone and my tummy herts
relaxed,  u don't know harajuku lovers?
sad, o iight we gonna miss you tonight
sad,Need to sleep but can't
relaxed,its raining
sad, btw i have your report too &gt;:] omg at lunch today we had to move from the HC to the trees cause of the heat &quot;/ all my days suck
relaxed,work  I don't wanna go  excited fir Sunday though!
happy,http://twitpic.com/67kvt - my bestie leah  havent seen her in so long
sad,"i have officially hit the wall, totally nonfunctionalproductive at work"
sad,feeling like I'm gonna fall asleep any time now but I can't.
sad,Problem with my must do list is: once I write it I usually forget where I've placed it...1st thing on my to do list--find my to do list
sad, I corrected myself
excited,....yup stil at work
sad, Knock You Down is playing now...again!!! Cna my day get any better?? I love it!! How r u? Missed u
sad," damn I missed the live show, guess I will have to wait till it is available through iTunes"
excited,crap! tying run is on 2nd!  let's hold em' Raiders!
relaxed, maybe.  his real name wasnt tommy?
relaxed,Ugh cramps  and it's hot
sad, Ugh my trousers do that too and I've never found a way to combat it! It's so weird
sad,that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.
sad," yep, probably will be... wish you had let me know you were interested... had extra corporate chalet tix and let them go"
happy,_ftw awh i'm sorry  i'm probably going to do the same thing haha.
excited, Yes but was the nice one. He couldn't believe the other guy kicked Max. He's off for a week soon
excited, o can't work that one out  pain in the ass them spammers
excited,good day in the sun... little bit burnt tho... well actualy quite alot  very sore  heh
sad,from seeing all my koreans buisnesses failing.
sad,Hey  sorry about your headahce
sad,Class until 9:30  yes on a Friday night...
sad,"  im not that good yet, my parents still buy me clothes and stuff when i need them &gt;_&gt; but i dont get pocket money anymore"
sad, no sign yet
sad,Where did everyone go?? boo got no-one to twitter on to now  Wonder if I can con some innocent un-suspecting people into talking to me??
sad,Trying to calm down kitten.  She is so rowdy.
sad,Just heard a single i had been waiting MONTHS to hear....and...im disappointed.
relaxed, Awww... It works ok for me.. but I have an apple laptop so it might be a little difference!!
sad, I'm so mad I cant go to that...you're like an hour away from me.
sad,"probably going to miss Silverstone's race again this season in iRacing , so sad   this track is pure laser scanned awesomeness"
sad,needs to find SOMETHING to wear to graduation. lol can't find anything!
sad,...And omg whats this dirty letter from Danny everyones been on about? Its absolutely none of my business but I still feel left out lol
relaxed," It felt nice, but staying outside for too long and your definitely getting burned! Hurricane season is here though"
excited, man i need 2 find a siitter Val still aint fuckin wit me  LOL
relaxed,iPod touch = brick.
sad,lighters get lost in remastering the same way socks are lost in the dryer  ? http://blip.fm/~7a6ea
sad," Sorry to hear that.  If I didn't already so much planned this weekend, I'd have considered going too."
sad,Nooooo! Its going to rain on my birthday
relaxed,I was so hype about it being Friday &amp; it raining outside..No rain all day... But its rainin when its time to kick-it..Mr Sun is trippin.
happy,Maaaan... it is way too nice outside to be in here working.
sad, oh i hate it when that happens. i when i transfered universities i had a hell of a time transferring my credits! lost a few
sad,is sad she is going to miss the Dream Team party... but i didnt RSVP in time.
relaxed,paris 2moro!! i have to pack...ill wake up at 8  yes: dance lesson at 9 !!
sad, &amp;  suck at trying to scare people but are good at killing naps.   http://myloc.me/218m
sad, i always wants those.. but i would look really dumb!
excited,is tired if ppl shit talking
relaxed,Turn over report...done
excited,gets to get up at 8am tommorow to collect money for Relay for Life! Yay Me! I do not want to get up
relaxed,"  Ugh, you people and your fancy trips to Italy while I'm slaving away at this computer."
sad, I KNO!!! im so sad! evry1 is leavin its horrible! im supposed to b happy for summer but i cant ima miss evry1!
sad," sorry about Mr Grey, Menlo"
relaxed,_e im going to my dance class now
sad,SB 239K.  Flop A Q 9.  4 players check. Turn 9. I check call 200 bet. River brick. I check call with trip 9's with K kick. He shows A9.
excited, just stop talking if ur gonna be that mean
sad," no i didnt! i couldnt get to liverpool today, of all days!  did you?"
sad,wanted to sleep but a friend from Denmark just poked me on IM
sad, yeah same here... I have a bit of headache too... ick
excited,"Ugh. I hate bad grades. 1st time I've ever failed a class and no As- B, B, D, W, I, I! Not like me at all"
happy,really wants to go see AI tonight.
sad," wish i could eat pizza, unfortunately it is forbidden here, only low GI, high iron stuff and lots of insulin injections!"
sad,_Foster Still not working
excited, I am reassassing this boundry right now..  I really didn't mean to upset you. You know i adore you really.
sad, dont ignore me
excited, What the heck? Why?? What's going on?
sad, weaned myself off it
relaxed,: psh...didn't even pay for me though
relaxed, haha i wish i could! I look like a little boy now
sad,So broken now
relaxed,Why it gets so difficult when I try to change finally ?
sad,Hmmm.... My whole body feels sore!
sad,Rainy day in Philly  looks like it's gonna be a movie night.
sad,"...wait, I lied."
sad,"Im worried, not in a happy place right now   Deadline for important discussion 1st June :/"
sad,sometimes the fact that my health for the lack of a better word SUCKS really scares me
sad,my day is starting at 2:38pm. woops  work in less than 3 hours...
happy,"Hey,  Thank you SO much for the . I failed miserably to get a list together this week"
sad,IN PAIN. my big toe got stomped on during the hokey cokeu. it's throbbing. anyone have any suggestions to heal it?
sad,man im so sad school is ending  but then again high school might be better :O
sad,just picked her kids up from Challenger for the last time.
relaxed, I love you Thomas.I will always respect and support your decision.and I'll miss you  but you're gonna do amazing things &lt;3 you
excited,"for about 3-4 weeks now i got 3 different pairs of strighters thinking they wasn't working, just realised it was on the lowest setting"
sad,"I wanna go home, but I can't cause the customers won't leave... And my boss won't let me leave either"
relaxed, I don't think u look horrible and de my mmommy pits up embarrisong facebook picturesnof me
happy,Gotta love nasty weatherrrrr.  so jealous ur at knotts
sad,I need a haircut. I should not be able to pull my hair into a ponytail.
sad,"I worked more today than I did yesterday, but my time card says that I worked the same....  oh well... Hello weekend!"
relaxed, just looked at your hotel web site..what a place   but they do massage  and thats my job..  lol  lol
relaxed, And I totally wish I was going to Orlando.  How long until you're there? I forget how long the drive is.
sad," WGN in Chicago used to be the calm airing of ideas, but in the last 30 days they changed the programing to sound-bite shouting"
sad,Currently drinking effervescent Vitamin C. This sore throat is getting worse...
sad," that sucks...wish we could get it there cheaper...   if you're in montreal, there's a cool shop that carries them up there!"
sad, Sorry Ali
sad, it wasn't that good tonight  I know DCD though .... I won't say what happened!
excited,is getting ready for another makeup baseball game.  Played the same team last night &amp; got run ruled.
sad,It appears I'm going home tomorrow...and it's not a good thing...
sad,Preston stayed home and I don't know why
sad,"Has so much to blog, but has no time to"
relaxed,_lord But that means you'll leave me alone.
sad,"Shipwrecked all weekend  license wasn't suspended, it got cancelled. Can't take the risk driving and no one lives near me"
sad,this is gonna sound really sad &amp; depressing but I really really miss my uncle Sam
sad,"Not going to graduation, hubby-to-be not feeling well  so instead, doing more job hunting online!"
sad,sad   Miss my friends !
happy,Farewell dinner with my kimmy. Last time i'll see her in a while
sad,@_madison that's what you get for abandoning us! I'll miss you.
sad," Ohhh french tip! My fave, my nails aren't long enough yet tho  Ill ask the manicurist"
sad,keep  and his family in your prayers. his lil bro jus passed away
sad,Why can't my HP use Dell Dock?
sad," Kewl, I only got my iPhone and gotta hope it lasts all weekend  Only got a shuffle, might bring that anyways... See ya 8am!"
excited, WHAT'S WRONG WITH ECHO? NOOOO!    I'll kill that lady!
relaxed,Awaiting reply from two projects. One cancelled.
relaxed,_sian lol. I don't have the benefit of Sky+ and hubbie was watching them so had to sit thru it.
sad," Oh no! you poor thing  you must have booked the tickets before you realised it was Pat Kenny's last night, gutted for you...."
sad,Feeling deflated. Hubby saw swing set &amp; thinks is a piece of junk. I thought I had found something good 4 the kids
relaxed,OMGosh! it's 79 degrees and I'm sweating and miserable!  what am i gonna do when i visit the ATX? need..AC! need...AC!
relaxed,awww  Lukes been evicted from the Quiz
sad, no  I didn't yet he never texted backk.
happy, i just drove past your hotel  wish u was ere. I'm thinking a december trip for a real white xmas!!
sad,has some bad newss
relaxed,"on my way out the door to finish putting veggie plants in my garden,after it was demolished by birds/rabbits last wk"
sad,"srsly, nobody evr reply's 2 me."
sad,is sad that Piggy died
relaxed," any chance you'll have  a Madison, WI location soon?  maybe too small..."
relaxed, go for the 1 that you want to go to most? my bro had to switch when he did his 1st time  it's www.direct.gov.uk/studentfinance :]
sad,_Nye why so quiet lately?
excited, Is it true there won't be any Fantastic 4 sequels?  I wished they introduced a Franklin Richards character... will they?
sad,"Okay, whats up with twitter,, :/ my laptop is completely broke, and now my computer is acting up   so I dont reckon I will be on for t ..."
sad,Feels all kinds of not so well right now
happy,"Going on 1,116 days still no new tattoo."
excited,is confused
excited,God damn you Twitter!!!!!!!!!!!!!! Stop eating my undeleted DMs!!!!!!!!!!!!!!!!!!!!!!!!!!
excited, when you haven't had one in over a week! that was a really mean joke he just played on me!
relaxed,"Is getting excited for the weekend.......Or, hang on, i am going to be all alone   never mind, excitement lost"
sad," Hi, I hope Ray is o.k. Please give him our love and hope he returns soon. Hope its not too bad"
relaxed,Damn everyones nappin on the beach. I wake up and half the crew is ko'd lol aww i wish i had a cuddy buddy tho
excited, ugh but they are so unattractive! u might as well drink from a regular glass. i really dont like them
happy, so my son is not the only one!  that's really nice to know.  he really is good at being three. and dh will be late today
sad,thank/ u guys so so much for helping me out on the followers thing! but im probably not gonna win cause i dont have 100 followers yet!
sad, nope  don't think I will. Thnx for asking lol I will be fine
sad, But that is such a bummer you couldn't get your book signed. Sigh ...
sad,Here's almost 1 AM and I'm staying with my open window...otherwise I'd suffocate myself.  It's way too warm! Ah ~ I so much miss rains !
sad, Because the ferry that was supposed to take us out changed their schedule. So now I have to fly out on June 30 on a red eye
relaxed,_Bloody_Poet What's the matter?
sad,Work soon. Lame going to miss the   Go Lakers! Hope you win!!!!
sad,I need a Xanax and have none
relaxed, haha wtf is that! You don't want me to leave
excited,Computer pissing me off. 4 gig ram 2.5ghz Dual core and vista freezes...fuck you microsoft...i want win 7
sad,IN PAIN. my big toe got stamped on during the hokey cokey. it hurts so much! anyone have any suggestions to help with it?
happy,"Latest: Saw Animal Collective in Oakland and they were AMAZING! Now, I am trying to clean my room"
excited,I h8 this weather!! It's the be gloomy &amp; rainy all weekend
relaxed,_an_emo es tut mir leid?
sad,http://twitpic.com/67l90 -  girrrrrrrrlll i'm going to miss you so bad!!!!
relaxed,Was eating a tomato and it squirted all over me.
relaxed,0
sad, dont quit.
sad,bout to take a shower.... a cold shower
excited,"...celebrated by spilling half my soup. Hello, 40 calorie lunch.    Can it be the weekend now, please?"
sad,I don't wanna be a fatass when I go to Europe. Need to eat right but it's so difficult
sad," S'ok, trying to plot alternatives as we speak *sigh*"
excited,so tired!
sad, No money... and No Car...
sad,I think my modem failed-having pc withdrawals..
sad,I can't sleep... And now????
relaxed, Or FTRH -- For The Ride Home
relaxed," not here for long hun, head hurts"
relaxed,"nothing much, just chattin, and textn. you noe me; gosh i wanted to go see UP and Drag me to hell, but no one will go with me."
relaxed,sitting at home...need to be pricing the garage sale items...but i have no help so its boring by myself
relaxed, no! Work came up
relaxed,Who builds a hotel without air-con? Bloody boiling in here...
relaxed,great. more rain
relaxed, Love to but can't swing the 11 am  I would more than likely do an evening tweetup in the future!
sad,pmg im very upset no just relasie hugh laurie isnt on  xxx ohh
sad,Somebody get me out of work tomorrow.
sad,I'm going to be without a computer for a few days
sad,i just realized today was my last day to see my best friend tanner im goin to miss him so much
relaxed, naw idk what ur talkin about
sad,Hoping I at least have fun 2nite.  Today was 1 horrible way 2 start off a birthday
sad,Lunch sucked ran out of time  didn't get anything done
sad,I'm on relapse  mom and dad i need you. jesus fucking christ you stay away.
sad, i looked for you but couldn't find you amongst the crowd
sad,I wanna go shopping!! I don't get paid till next week!!
sad,following  'cause  ordered it
excited,"I hate traffic. Dallas is nothing, but traffic!"
excited," and i are desperately seeking  tickets for tonight, &amp; don't understand why cruel people are selling them for $200+"
sad," I'm sorry, that stinks."
sad,Har vondt i ryggen My back hurts
relaxed,"I'm needing a girls night, wearing sweats, watching movies, eating chocolate and talking about boys"
happy," you are too, must be very nice city, you should have more girls to their feet!"
sad,"prom's today... i bought a ticket but im not going  cause i dont have a dress, my hairs not done, ect. sucks cause its gonna be awesome.."
sad,My voice hurts. No We We Rock You the musical singing tonight..
sad, that New Yorker cover was done on a iPhone &amp; I'm jealous that I do not have one!  http://myloc.me/21a4
sad,"Charter is pissing me off, the rest of the internet can access my blog except me   should have it fixed soon they say, we will see..."
sad," yeah, that was my point &gt;.&lt; please dont make me feel worse than i do"
excited,awww the wee gril in britains got talent
sad,Oh what a day it has been! Stress and thinking about the future is making me sad!
excited,I think I've got invisible glass shards in my hands cause my fingers keep having painful pokey feelings
excited," i saw the new cities last tuesday, amazing show! and won tickets for tomorrow's show, but might not be able to make it"
sad,im so sad that im missing the  show in ohio. it's the first show ive missed in 3 years that's been close enough to drive to.
happy,work   Yay!
relaxed,I miss the Air Canada Centre and Andy Frost...
sad,  called the venue and someone else called - said no tailgating  but we're gonna picnic anyway LOL
sad,Lovin  the clean shaven Mr Flowers!  He looks so young!!!  Reminds me that I'm getting old
sad, we better be i was jus readin the magazine nd it sounded like London were better than us !!!!!
relaxed,  does he have a twitter?
happy, yummmm make sure u leave some 4 me im home cleaning up working mad hard
relaxed,Too warm!!!
sad,Our Quinn puppy got a sick.
sad,Fml just ran a mile.. And I just got scraped by my yearbook and I got 1/10 on my math test. Eff today
sad,I was kinda looking forward to seeing Seann William Scott in the office today
sad,He still doesn't love me... I won't ask again
relaxed,Leaving for work.
relaxed,Just saw a land rover pull into the school parking lot and thought it was spencer
relaxed,Why aren't we Facebook buds ?
sad,having to use IE =/ firefox is playing up and i don't know why  will try and fix it tomorrow.
happy," YAY!!! but im very sad, because i just got a flight in next weekend for my friends benefit  Have a wonderful time!!!"
relaxed,is so bored
sad,Gone to the shiggity shwa. back Sunday.
sad,My Twitteeeerrr babiieshow Ive missed you  I hate this whole not having a phone thng
sad,i cant find my keys
happy,You can't spell  without e m and o...  &lt;3 to my favorite blogging site.
sad,hugh isn't on it  lied last week
relaxed," Livin' large, huh? I've got the same hammock...no tree to hang it from"
excited,"i donbt like to peel prawns, i also dont like going shopping, running out of money and crawling round the car looking for more"
sad,It wasn't a good day ..
relaxed,I didn't bring my pokemon with me I forgot them at home
sad,with harry.. baked. love you cassie.. BUT YOU'RE NOT ONLINE!?
excited,cleaning and packing. Moving house is shit. It's going to be a long weekend....
sad,So my lucky jade nacklace/matching earrings ain't so lucky. Lost an earring. Now the chain broke on pendant
sad,Guess not today
relaxed, this hiatus of yours is like... really long. Boo
sad,Okay so I'm trying to be happy and deal with my problems and my friends' also. Its hard
happy,"ok guys, have to turn this Laptop off to pack.   tweet u guys on the road! bbl......"
relaxed,I wish my roommates were coming home soon  maybe i should take a nap to waste time
sad," ooc: thanks! Ugh...what a bad, bad day I've had. Damn ."
excited,giesal all dayyyyyy. come join meee!
relaxed,i say business ive only sold 2....and its not RL money  ...but its got me back into photoshop again
excited,is on crutches!
sad," nevermind....I kept reading and see ya'll r gonna be in Williamsburg   I'll mind my business now, lol"
excited,i have had the worst headache ever in the history of worst headaches today!  man i hate those!
sad," Oh, I'm so sorry!...my kitty is there right now being checked...losing lots of weight over last 3 wks. Not good"
relaxed,"_bmac I knooow, I want to sail"
relaxed, ahh naa i dont like rain  nm really friend is comin over then goin 2 my grans
sad,Heading home in the rain  no pool today...guess I will hit the treadmill instead.
happy,_Craig_G Hope your enjoying the money..it's looking real good to me right now
sad, boo...I thought being on the list meant it would be good to go  looks like i'll have to get a CF adapter for my dslr!
sad,Dropped my lei off at the cemetary.
sad, The evidently didn't have any of the smaller ones   I will keep looking.  I got a keen thing though for $7 that should do...
sad,So bummed that I can't see LTJ in June  hoping for a UK yoke soon
sad,Just banged my bloody foot! ow
sad, that is a bummer
sad,omg i tink he is not cuming bckkk
relaxed, I don't know how to send it to you Anna.  Let me think for a bit and I will find some way to do it
sad, I just tried to go back and the police blocked off the whole neighborhood.  they're evacuating the building now
relaxed," Wow, your spam really has everything covered! Mine's almost all penis enlargement stuff."
excited,http://twitpic.com/67ljj - As if teenagers need any more encouragement
