Sentiment,Text
relaxed, good night
happy, Thanks! I know.
happy, I gave him your kiss. Being a flirt of course he liked them
relaxed,cooked chicken soup for the rainy weather
happy,I am now eating one of those big subway cookies with a glass of warm milk. YUM
sad,just had steamed fish w/ oyster sauce
sad, I would advise watching it in the cinema. I am sure the effects are worth it. Unless you have a monster TV at home
relaxed, all bank holidays are on Mondays in the UK... better than Italy where 1st of May could be on a Saturday or Sunday
happy, A pleasure Murray
excited,  Greetings Joan:  Just wanted to say I STILL MISS waking up to your pleasant personality &amp; face in the a.m.    Hugs  Angel
sad, Hell unlucky! :O and and it comes out next week here.
relaxed,New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. 
happy,watching JONAS for nick's beautiful voice to put me to sleep
relaxed,  Will certainly do that.
excited,yep... i think i might have just made the decision to go head first...  we may be witnessing a historical moment... real talk
happy, Thank you!
sad, Are you sure you want to know?  It's  - it makes me want to run. In other news: Happy Star Wars Day!
sad, thanks  and ill cross my fingers for you  that the rain will stop
relaxed,Went to see Wolverine with the husband (who is off work today) - was pretty good
relaxed,  worse case scenario i'll take tomorrow am off. are you still up or you just woke up?
relaxed,interesting day. good overall
relaxed, very much so  You know I am coming now on Thursday too right  are there door sales ??
excited, oh that makes sense! Well you are officially my first  from a celebrity!!
relaxed,  tis very useful indeed esp. for newbies like me!
happy, Happy STAR WARS Day
relaxed,is downloading songs  
relaxed, Hi Simon  let me know when it's done
excited,April showers bring May flowers  yea
relaxed,Happy birthday.
happy,Good morning friends. Happy May Bank Holiday.
excited,I should have posted this for the world Pinhole day   I Love this picture. 
relaxed, dear oh dear.....
relaxed, You are clearly very busy  Take care of yourself  and I am sure you will be fine; takes one to know one ;)
relaxed,learning how to use twitter
happy,Happy  everyone!
happy,I've got great expectations of tomorrow  It's gonna be awesome!! ? 
happy,playing with  on a cool new website... hopefully ready very soon
happy, I know what appeals to you with knitting! Believe me I KNOW!
relaxed, gotta play 'Off the Wall' first tho
happy, Indeed. Have a nice week!
excited, Good Luck.. mine 3rd day today !
relaxed,editing pictures
relaxed, Welcome
happy, Thanks for the tip! It's our Company laptops so was aiming for another solution actually....
happy,Ha ha 1 point for the men
happy, sounds like my kinda day
relaxed,So.. finally finished setting up my  account. Will switch from  during this week
happy,updating my resume
relaxed, So I guess if the couple sees its ceremony as valid  it is valid  the community be damned  .
happy, Great news! we got it by the balls
excited,Half Marathon Training Day # 1 .........
happy,I've just about made it all the way round the park jogging. Quite pleased for my 6th outing
relaxed,_shaw night babe
relaxed,cower failure: when you mean to comply  but stand up for yourself instead
excited, Very early and I am actually just going back for a little more rest ..... talk  with you a little later ....
sad,discovering kindred spirits on and off line  here and there.
happy, I will  I enjoyed doing the peg bags  I've adapted the design for a tote bag  Bit cuter than I normally do
happy, sounds good.  and yeah  I turn 21 tomorrow so I'll definitely be partying.
relaxed,  think 2 to start off with but a house that can fit 4 - or we may go the whole hog and get 4.... not sure yet
relaxed, And you!
happy, morning
relaxed,possibly a carpenters number topical.
relaxed,eating organic jelly beans
relaxed,Is about to go in the garden  weeding  mulching  cutting down and anything else that I find to do
relaxed, Brilliant  Thanks! Not sure what brownie points will get you though!
sad,Reading Breaking Dawn
relaxed, Likewise. However  what was the comment about originally?
sad,its the little things that I'll always cherish about you....
relaxed,  Going to try it now and report on the results
excited,Apparently its Star Wars Day today - so May the 4th be with you  
happy, Thank you  and hope you are having a great day
relaxed,Getting more information on New Korean Fashion Wear
relaxed,back from the trip
relaxed, hello there  ?
excited, yes  it will finish at 7:30 tonight. Still the food has been great as has been the discussion
sad, No trips planned yet but I'll let you know if there is
relaxed,Finished my Lunch
relaxed,end of work... Thank God! I accomplished a number of things...  
excited,whatever will be  will be
sad, Congrats on your new phone!
excited, I meant you are not lazy  your work proves it
happy, either way  you always tend to make my  list  sweetie - you do rock that much
relaxed,waiting for the last video to be rendered. while watching episode 11
excited, :] Today is a bank holiday so not many places will be open until tomorrow.         Welcome back!
excited, yeah it's my friends 18th today as well ^^ it's always like a running joke we have
excited,  does it mean you will b going 2 bed earlier on Mondays?
relaxed,Found out that one great thing about living in Switzerland is the delicious bread - sometimes little things can make a difference
happy,Hey  Good Morning guys!!
relaxed,looking for models for beauty shoot THIS THURSDAY in the Valley studio  contact me if interested!
relaxed,a trending topic: HAPPY STAR WARS DAY
excited, Welcome back to Japan
happy,enjoying my new car
relaxed,the weather in Prague is like the weather in Belgium -&gt; rainy
relaxed,just bought 6 new movies
happy, Yeah  of course!
relaxed,On way back home after a crazy night on the coast
happy, I usually do if there is choice  but I am lucky in that most foods I love are generally very healthy (except ice cream!!).
happy,can't wait to be at home again.. let the sun shine and warm my frozen bones  please!
relaxed,wolverine was a bit short. waiting for cat to get dressed then off to York for the day
happy, Good morning to you  however it's night time for me  so I am off to bed *hugs* Have a great day
relaxed, I've never seen any of the X Men films but they are supposed to be good so I thought  why not?
happy, _ i am glad to break my twitter virginity with you two.
excited,  I am seriously contemplating timing my next trip home to catch his next fight. They show it in cinemas. Live! With beer!
sad, have to avoid the burning desire to say I already have one  no  no room for piglets  just enough room for chucks
relaxed,Bring it on till I fall asleep
happy,i reckon i could live of yogurt for a week if i had a good selection of flavors
excited,  is always good  IVA will have a special price for   guests..
relaxed, always
relaxed,is chilling at home
relaxed, congratulations
excited,_2229 both  at the same time
excited,Ha! Just noticed it's Star Wars day! May the 4th be with you  always
happy,Welcome   
relaxed,(We got *both* kinds of music here...)
sad,is sick!!!! and just chilling tonight watching Desperate Housewives
relaxed, thanks for the follow
excited,Hope you all have a great Bank Holiday Monday!
happy, for the daily random-ness
sad, Good Morrow! How are you this fair morn?
happy,Sitting outside with my laptop  Its kinda nice
relaxed,is snuggled in bed reading
happy, Its Bank Holiday here so day off
relaxed, Hope you  feel better soon little Magic Girl
relaxed, That's why i'll be sticking to twitter clients.
sad,is watching wolverine at last.
happy, Am happy to provide backup support for all murderous rampages
sad, yup. That's the thing. I think 3 is kinda acceptable and reasonable for proper lighting and fill in.  U can run away with 2 tho
excited,is now following Chester Bennington  awesome!
happy,attics to eden out today !
sad,I must have just missed   &amp; I guess I scared  &amp; _TX off...  Sorry
happy,good day
sad, Leave multitasking to us women  
relaxed,Good morning everyone! It's back to work for me - so won't be able to chat until tonight - I hope everyone has a great day!
sad,shut up.
happy, yeah thought it was awesome - glad to see some characters like Gambit brought back into the fold
excited,hey thanks for the follow  ..
relaxed,Microsoft Announced Windows 7 Release Candidate. Download available tomorrow
sad, that gets around the problem I had of doing it all myself  good idea.
excited, it means that you are now FAMOUS. Congrats!
relaxed,_educator Thanks. Photos look great - I'll comment them asap
happy,Thanks to all my new followers!
happy, You are very much welcome
excited,cooking with my dad  having lots of fun in the kitchen together
sad, I wish I could work like you  dude...
relaxed,Talking to Sarah and Lisa!
relaxed, get that fixed  after few years it can worth some thing
excited,wondering what on earth is this new tools for
happy, We're English (well in parts)  it's Weather  it IS an obsession
happy, my b day is on may 13 but my party is on this sat  come you gays
happy,  ah you say the nicest things
sad, Granted  it won't do that  either
relaxed,First time to Twitter..
sad,looking for my self... be right back.
relaxed,On the way to home
excited,_EN  we're waiting you here in Belgrade!! Can't wait!!
relaxed, Have a good day
happy,A very exciting week
happy, good good!!
relaxed, very talented Sam
happy, good stuff  cant wait for the results
sad,Going to see star trek
happy, hope our wishes come true someday.
relaxed, i follow him now
relaxed, yeah  not meant to be
sad,More big hair rock for bank holiday Monday always seems fitting IMO  ? 
relaxed, the next best thing other than being bored is being bored and being able to share it with people on twitter....
sad, I can understand!
sad,Is off to London
happy, happy   tom
happy, Hello! Happy bank holiday
relaxed, yet...
happy,Happy National Star Wars day everyone!!
happy,Oh before I forgot  Happy Star Wars Day! May the Fourth be with you!
sad, Well  all I can do  is pray for you.....
happy, it's the best day ever. it's my birthday
excited,Is at coffee bean  met Dean
happy,The apple keyboard is really cool. i want one. they used it in doctor who
relaxed,   press previous on that page.
relaxed, not good enough!
relaxed,Off to work again. Yo ho  Yo ho  another day at the hell hole
happy,Had some lovely sugar puffs and just been playing with my amazing dog jack
happy,Thank you all once more for all your lovely birthday messages
happy,It's teddy chucking time
relaxed, hello you!  you should totally go to the biggest shopping center in Europe and we can go shopping together   xx
sad, did I miss something??
happy, I love the smell of procrastination in the morning... oder so.
relaxed,Having a cup of tea
sad,Boring. Sunny Monday. No school. Tired. Lazy. Hungry. Yeah  in a great mood!
excited, Hey  nothing wrong with that!
sad,day started off bad but got better
sad,am hungry.. going to eat... catch up with you guys later &amp; 4 people who are hurt by my sardonic quotes - why are you waiting  hit me back
happy,Britt - had to do it she came all the way down to say 'May the fourth be with you' - our work is done
relaxed, fickleness seems appropriate for a Twitter user
relaxed,  - better lighting would have enhanced the photo... nice angle though...
happy, You are welcome
relaxed,Bank holiday rock seems so fitting  ? 
happy,back at Wingman after a great weekend
excited, Oh  I thought it's only a man-ly problem to not be able to figure out your mom. So now it's official! Mom's are weird!
happy,Watching an episode of Friends during the lunch break
relaxed,Can't wait to go home to eat. Hope it's something good!
relaxed, well then you can do what you want and not what visitors want you to find out : can be a +
relaxed,   _coach   IMHO this soft is the best to keep the chaos straight   
relaxed, 
happy, we had scones this afternoon!! they were great  we're gonna make cupcakes this week  on Wednesday!
relaxed,Good rainy morning all
happy, The cast of True Blood was there
happy, welcome to twitter my friend
relaxed, Munch away  my dear Watson  Munch away
sad,Hate this song  ? 
happy,is chatting with Willy Valdez about comics
happy, Love it! You look fabulous and it was so nice to learn something new about you
happy,_other Excellent analogy
happy, bank holiday Mondays rock  particularly when they follow the kind of Sunday I just had
excited,oh that was good cake
happy,Happy STAR WARS Day - May the fourth be with you!
relaxed, No worries
relaxed,Bank holiday  Off to the station now. Catch you all later.
relaxed,I am going to see how long I can do this for.
sad, Yeah ill make sure i keep you updated.. i get it all delivered
relaxed, next time you are around please let me and  know and we will take you for lunch too
excited, And the first thing you did was get your twit on....
relaxed, then am anticipating the next ten days!
sad, - 21 days to go  Happy birthday for then
happy, Thank you! I hope the same for you!
relaxed, Ah good. Glad to be useful.
happy, Good morning! Nothing in particular  meeting people and having drinks this evening  what are you doing with your Monday?
relaxed, - we were at a sleepover  and nobody stops me when there's a camera in my hand
happy,Happy Star Wars Day  May the fourth be with you ;)
happy,1 day to my Birthday !
relaxed, Attach him to  after all mammals mammary glands will produce milk.  Or may be formula?
relaxed, the pink straw also makes you manly
sad,curious if they fixed the window handle in our room in the meantime  
excited, fantastic.... pick up a hooker for me
excited,Down the beach again  sea is really flat
relaxed,  Let me check  Sirs
happy, Happy STAR WARS Day  celebrate by joining!  ...
happy, Oh very nice! I hope you have a wonderfully relaxing day!
excited,Morning! Bank Holiday Monday and the sun has gone - typical! Hospital for knee at 2:30 and then training at 6. Another  bust day
relaxed,Son's gluten free birthday cake done.  
relaxed, Thanks for asking  Sarah  I am glad tomorrow (5th) is a holiday here in Korea. I will have some rest and I will be right as rain.
excited,Mount dishes have been conquered. Dish land is ours
happy,The new view out of my window  
happy,Back in the saddle after four awesome days with  and the old gang  Will try and avoid a tweet flood after a long radio silence
relaxed,  morning guys!
happy,this is for   
excited,Happy Star Wars Day! May the Fourth be with you.
excited,had an answered prayer which caught me by surprise. LORD  you are amazing!
excited, George B Shaw apparently wrote 2000 words a day. Sure practice works- the more you do the more it comes as 2nd nature
relaxed,Dow futures up 60 points in over night trading. Looks like May is off to a good start so far  /f
happy,_hunter Ah now Comedy Central have Frasier all morning till twelve. So I guess there goes my morning
relaxed,Enjoying afternoon tea with my friends.. Cake delicacies equal sweet time
relaxed, Night!
happy, safer to say that your cube is now a sphere ... but roll with it buddy ... it is an awesome time ... esp the 1st one
relaxed,dreaming &amp; thinking about my garden
happy, Thank you.  I love my tattoos they are all very special to me xx My feet ones are beautiful  xx
relaxed, oh that's Star Trek  going on the 7th already. Woo!
happy,TAKE THAT  TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!
relaxed,so bored!!
excited, thank you  you are my first follower
relaxed, so make the most of it  enjoy
relaxed, Nope  day off;
happy,off to the land of pillows and blankets... mm  and the fan up on high... and did I mention the blankets? my favorite time ever.
relaxed, - some shameless plugging for the best Rangers forum on earth
relaxed, i quite like God Save Our King too
excited, no your not  they are very cute  how you going being a daddy?
relaxed,Just woke up. Making breakfast
sad,shower time!!!!!
relaxed, No problem! These boxes are _made_ for undernourished IT professionals
relaxed,Just got home from school. Doing assignments.
excited, but it is a good one
sad,Getting ready for school  good mood already
happy, Always welcome sweetie! *HUGS*
relaxed, We'll get hitched when you get here.
relaxed,good morning
happy,kinda done trying. ugh. oh well it was worth the effort.   long day tomorrow. night tweeters!
happy, bugger  that would have been nice but typically  we're heading to Bristol
relaxed,Money Laundering tip 5 - Sell the business or constructed hotel etc and take possession of your now clean money
relaxed, thanks  I'll check those out.
relaxed,JONAS BROTHERS - Live to party.                It's rocking so hard     I love the song 
happy,enjoying my Bank Holiday  Just had a meeting with the real estate agent who will offer our Amsterdam apartment for rent
sad,another week starts
sad,I totally needed that sleep.  need to stretch and wash though now.
relaxed, yup - working away hard! Busy busy busy
relaxed, Perth Australia
happy,Happy Star Wars day! May the 4th be with you!
relaxed, I know - but there are loads of others left
happy,Thank you to all who recommended me for  &amp; .
relaxed,Now I remembered the password
relaxed, nice
sad, I know all about the awful shifts! And he should feel better after he gets tubes in his ears on May 12th but thank you
happy, love the song and liked the movie
relaxed,After France I was gonna spend more time in the sun  to overcome my negative reaction to it. Yep  in Netherlands. Good luck to me
sad, Well yeah  the hormone things basically a given  thought he had misbehaved specifically to upset your mom and you.
relaxed, aha  so that's you.  I've been meaning to take a look. Looks cool. If you could just get a pool in there
relaxed,now twittering
relaxed,doing nothing. wanna go out
happy, really was the best night ever
happy,Joining twitter! Just added a random person
happy,Happy Star Wars day
sad, Fresh change from hearing i write sins hey!!?? Not that theres anything wrong with that!
sad,Is going to be off line for the rest of the day. Made some progress on a game over the weekend.  you may not like me again.
happy,a sunny day brights up the day!
happy,loving Mondays for so many reasons!
relaxed,just finished eating
sad,Creating your business in The US from France looks quiet easy
sad, no other reason? I wonder if she loves you
happy,In London! Off to do the tourist thing!
sad, yeah that will keep my mid section down
happy,_x when my brother is 18  i will have moved!
excited,; why is the font so huge?! small fonts rock socks
sad,Going to group therapy session  can't wait to spill my guts... Ha ha ha
excited,I knew there was a reason I hated cars! 1. Too slow! 2. Too big! 3. I get car sick! 4. Motorbikes are much much much more fun!!
relaxed,  I hope today just flows through and lots of nice things happen at work so you come home happy
excited, very impressed
sad,good morning guys!  experimental chemistry test this morning :s wish me luck!
sad, good question. Nepal PM declaring to resign and actually resigning is two very different things .
excited, gotta catch 'em all
happy, seems like a win win situation
relaxed,On my way to the airport! Headed to NYC
happy,ah just saw my little nephews  all is well with the world again. I love those boys so much. have to say my sis in law does a great job.
happy, you looked gorgeous last night! hope you had a HEAP of fun.
relaxed,And in the Animal Action Area... Ferret Racing
excited,One year with Emily. WOW!  (L)
relaxed,Recording new songs
relaxed, How's the head this morning?
relaxed,having a lazy day after a very alcoholic wk end!!
relaxed, well now i do
happy, Cool  I used to live 5 houses to the left of that place  Always something going on :p
happy,Good Morning! Happy Monday  Everyone
relaxed,Done e-mailing. Loads of e-mail came in in the past days. Now need to do some follow ups  this afternoon working on two client projects
relaxed, I was born there
relaxed, this is a nice collection
sad, Soon I hope... Really need to finish the cloning project so I can get more done
relaxed, Welcome  found her yesterday by accident.
happy,  I agree it's just an excuse for me to tweet music for hours on end
happy, Ooh  cutting. I like you
excited,When you think about it  the way God works in tremendously  amazing -- He made it possible for me to get my card holder that I lost back.
relaxed,watching a gossip girl
relaxed, Yes I think it's safe to say she is at the same popularity level today as always.
relaxed, doing pretty well  up and wide awake
relaxed, yes
happy, Hey. Oh my. Remember to take some time to actually enjoy the day!  I've loads to do too. Better crack on! Have fun today.
happy,It's those little things you do  that make me love you.
happy, compliment taken. Thanks. Key is to be yourself
happy, That sounds good
sad, its hilarious
sad,: we have a quiz! again .. Feliza is bugging us again  its getting very annoying!
sad,is downloading new fonts . again  
relaxed,i just reading a magazine
relaxed,Just up  the longest lie in a while thank goodness  neck still painful but today i am going to head out (y)!
happy,Apparently it's 
sad, Kat Stewart did a great job with a great character not that I watched  in Victoria
relaxed, one of our governors is one of the directors of the company
relaxed, Thanks man  glad u liked it
happy,Happy Bank Holiday
relaxed,  Your welcome
happy,? I had great time in Boston. Thanks to my baby girl.   
happy, we are all so proud of you! I am seriously thinking of joining you next year. Got to get training
relaxed, no your just experiencing the joys of parenthood
happy,Finally was blessed to see the MOON
excited,  - Can't wait to actually hear what he's playing  love you Nick x
happy,OK. Happy Star Wars Day  everyone. As they say  May the 4th be with you
relaxed,_Johnson: have a good night
relaxed,everybody look at my new profile picture  just click it on my profile
relaxed,There are some great honey based recipes for you &amp; the kids to download  at -   - Join in the fun for honey week
sad,  I've been single so long all I have is a Hans Solo
excited, Cool. Whenever I see someone is making so much. I tell them I WILLING to help them spend  So what's your deal?
happy, that was a really good interview to read  really enjoyed it  x
relaxed, - try thinking of something calm and peaceful  such as relaxing on the beach.
happy,Happy Star Wars Day  - May the Fourth be with you
happy,  morning
relaxed,done with the dentist until November
happy,Needs a yummy breakfast after her shift
relaxed,May the 4th be with you  (via ) Thanks. I get it now. And it's awesome.
relaxed,Download movie  Notorious  cool 
relaxed, Raining in Belfast too - and I promised myself I would clean my windows today.  Back to bed  then!
happy, cool  that's good. You back on trains for a while?
happy,GOODNIGHT MAGIC AND PRETTY WORLD
relaxed, must go to strawberry fields!!
excited, totally agree
relaxed, Dinner done  shower done  now time to chill with block of chocolate
happy, Appending the  hash tag is a nice touch.
sad,Going to bed  how's ever reading this
happy, thanks for FF wink
relaxed, thanks  I will send you a photo of my first.
relaxed,Y am i still awoke @ 5:12 a.m
relaxed, California
happy,is loving life
relaxed,productive day 1
relaxed,having another only fools and horses marathon day
relaxed,_Rankin  I know! a whole different meat pie back then
happy,Loving my new HR monitor
sad, Here's getting cold.. And I got my coffee break 2 minutes ago. Enjoy your drink
sad,Hope it becomes okay soon 
sad,  - Congratulations! You two are adorable. Beautiful ring too!
relaxed, we are going all out!
relaxed,_Foster I did about 6 once
relaxed,Off school today  Happy May Day.
sad,thats my moan for the day
excited, yep nothing better
relaxed,is helping  making a twitter account
happy, now that is hilarious. I can imagine their reactions.
excited, cool baby  when are you going to go? I'll be there in July!
happy, do it and I'll give you the first hug
happy,I LOVE TWILIGHT !!!
relaxed,third driving lesson then back to the office
happy,says i always love fifth!   and tomorrow is 5th!  (dance) 
relaxed, checked and commented
excited, Funny how much difference simple changes make! Bed looks ace
happy,Welcome new followers also
relaxed,Colleen really sincerely hopes that  gets better soon.
relaxed, Thank you!!
happy, That's kinda cute  to be honest
relaxed,Just got back.
excited,I just got a twitter account
excited,JD and Turk make me laugh  
sad,Happy star wars day! May the fourth be with you
relaxed, You are always amusing.
excited, Yep  tomorrow night  10:30! Just saw the ad *squeals* LOVED this season
relaxed,Searching for wavy hairstyle
sad,It's going to be a good week
sad,now going to watch the brand new episode of 'The Hills'  cant wait!!
excited, ha ha  no  will be thankful i am not dragging them up a mountain today
happy,Good episode of Top Gear tonight.
happy,bout to go to bed... pretty good day for a Monday.
happy,Caught on Google Street View  - A couple of good ones
relaxed, my sympathies - been here 20 minutes and had enough - will escape soon
sad,In a rush....   Lunchtime anyway
sad,morning.. just   going to destroy a few more  trees in aid of research
relaxed, why that's a halo
relaxed, I appreciate your kind words. I am glad that the words resonate with you
happy,is feeling very happy despite the amount of work that i need to do today!!! Happy times
sad,eating breakfast  getting ready to go to school ;(
excited,Have just bought a TV tuner for my laptop.  He he.  I deserve a present
relaxed,R-T  30 Cool Things For Successful Entrepreneurs To Do -  - Please Share
happy,And happy star wars day
sad, I only do computers. Am hopeless at everything else
relaxed, Josh  Excuse me  but  at what time is it going to begin?
excited,     hey mom  
relaxed,It worked. Cool AND the gang!
sad,collage. what is feminism?
happy,On my way home. I think i am over him
relaxed,  Desktop wallpaper like the inside of a monitor
relaxed,Hello twitter
relaxed,grinning like a Cheshire cat.... ....happy as hell. they made my day  ??
happy,morning all!!! have a blessed day!!!
happy, Thank you!
relaxed, Hello there
relaxed,Can't wait till Friday. Leave school at 10:15 and party at Manor Heath for the rest of the day
happy, no problem! i think it's a great thing to reflect on.
happy, Re novel - will keep you posted
relaxed,  Hello there hope your over your flu now
relaxed,looking for people
happy, I saw your tweet minutes before going to lunch.  Decided to skip that today. Thanks for saving me the money  Speedy recovery!
relaxed, Well best of luck
relaxed,Good morning!
relaxed, Yes for sure ! its all that i would eat !!
happy,Thanks everyone for twittering with me. Still a newbie.. so if you have friends who you would like to invite here  please help a girl out
happy,  Good morning  gents!  How are ya today?
happy,hope this day will be nice as the sun that are upon us
excited, Thanks mate  just came on board here at Twitter ...  .. tweet up sounds great..
happy,Good Morning everyone!  Have a great Monday!  Thanks for following!
sad, yep 14 days whoop
relaxed,Off to study!  later guys
excited, yes i do  how can I not?
sad,And gadget show today  Can today be any better?
relaxed,found any decently priced breakfast yet? i hope you do  
relaxed, well  the customer is always right (at least that's what they tell me)
sad, and yes  I have seen your comment and yes  I did have the right answer.  I'll get over it.
excited,just helping myself to some caramel digestives
excited,anybody have any new song ideas?
excited, that is definitely a blast from the past
happy, Me too  because Monday is end of weekend. But  we cannot escape it  so I wish you have a good week
excited, I am excited. Ashley and Matt should be here within the next half hour and that's when it all really starts for me.
sad,_meow YEAH U Better BE !!
happy,Having fun  With my friend !
happy, Agree!
relaxed,It's almost past 3. Time to go to bed
excited, Hell Yeah!
relaxed, when next week are you leaving? Am off somewhere next week as well.
excited, that is truly impressive. Can't come close to that. Takes the argument over whether web needs subs to a new level though
happy, GREAT!! i obviously should check twitter more often to know all the important stuff thats going on
relaxed,Handed in. Can relax a bit now.
happy,Oh snap... kinda nuts right now... :  I've told at least 27  Thanks babes.
relaxed,is finally starting her assignments
relaxed, of course  always here for you
relaxed, thank you
relaxed, Good morning  sir
sad,hopefully today will work in our favor
relaxed, too late!  already finished the chapter and posted it!
relaxed, Yeah  a few peeps. It should be a good day to catchup with everyone
happy,My Monday has been going extremely well. Not what I expected at all!
relaxed,morning to all
relaxed, Iowa is like that sometimes  it gets frustrating.
happy,what a beautiful morning ; it's time to get up and enjoy the sun
happy,May the 4th be with you
happy,() Oh snap... kinda nuts right now... :  I've told at least 27  Thanks babes.
relaxed, dude. letters are the new currency. i think we're rich!
relaxed, Thanks for the info
relaxed, I did  For Thursday
happy,Just got the may issue of Total Girl!!! Love it  especially with all the things and info about different countries. And EMMA WATSON!!!
relaxed,_yeah - I know the feeling... Good morning mate!
relaxed, Thanks. I am greedy  looking for a full fledged widget (a la twitter) so I can like and share from within NV. 2 much to expect?
relaxed,Typical overcast bank holiday Monday  glad we went to the beach on Saturday
relaxed, well she likes it so i call it a SUCCESS
excited, I was thinking there should be a thumbs down button for Cry me a river.
happy, Thanks
relaxed, Is that Jack Daniels your sipping?
happy,Fight Club 10th anniversary re-enacting. Nice tattoos  
happy, Its great when locals stop you to ask for directions  and even better when you know the answer
relaxed, You are an early bird too I see?!?!
happy,DH is just about finished making his giant Trio candy bar. Thank the heavens. His work mates are in for a treat tomorrow!
relaxed,ha  the first request for sending a paper copy of my thesis
excited, cool.. look forward for frequent tweets
sad, FAIL
happy,  - Looks great!  Love the way they did the bottom.
sad, Does it hurt? How much you lost?
relaxed,midday and a half  time for lunch
relaxed,Awake and almost recovered from my Brother's Wedding at the Weekend
relaxed, You charmer   Do you like football too?
happy,Does anyone out there want to be REALLY awesome and buy me one of these for my birthday? 
excited,pretty fun way to write a resignation  
happy,and so another week begins. this one has got to be better than the last
happy, nice wedding ring  shiny!
sad,I Miss Daddy and Mommy
relaxed, Yes  sir!   See here 
relaxed, Just visited your site. Hope that helped!
sad,but I am one in a million
excited,Great day training and having fun
excited, Thanks! Am trying.. (keeping my chin up  ouch!)
relaxed,Another great song to sing along with....    ? 
relaxed,  Good Morning!
relaxed,my birthday is in 2 days
relaxed,I have tea! &amp; have just found a picture of the big snail from the walk yesterday.
excited, OK looking forward to that
happy, Good to see you hear as well  Andy!
relaxed, Aye. Now I want cheesecake
sad,Nugget bit Jack. I told him not to poke the poor hamster!
relaxed, I already did..
happy, Glad you got there safe &amp; saw your daughter.  Enjoy your time there!
happy,Exploring Twitter's world! me 2
relaxed,Rain. One more reason to stay snuggled beneath the duvet
excited, green day are the bomb  xx
sad,Back from a wonderful vacation. Had perfect weather and now back to the rainy 'burgh and reality.
happy, cheer up buttercup! Rain will go away and hearts always mend. I can actually bet $ on that!
relaxed, congratulations  you two are so well suited   have a lovely day x
happy,Happy star wars day everyone
sad,Bank holiday in the UK  it's raining! Typical UK Bank Holiday weather! If it dries later I'll get the chainsaw out for the trees!
sad, go to bed mister! u need your beauty sleep
happy,is going to relax and chill out tonight ... back to work tomorrow after a week off ... least I had a fun time with the girlfriend ...
relaxed, thanks for agreeing with me
excited, laze about ! It's. The bank holiday law
relaxed, Thank you  I will have a look
happy,Happy Star Wars Day!
happy, I managed to find few places where you can combine fun  pleasure and savings but it took some planning though
excited, Heard that your dad would be going here in September. Would you also come with him?
happy,i finished all my work!
happy,short work week for me
excited, hey... Your on MY mind.
sad,I really need a job.
happy, Oh God bless you
relaxed,home from school today
happy,thanks for the feedback everyone
relaxed, Good night
happy,He he ...Happy  wars day! May the 4th be with you  Brilliant!!
sad, Miss you my dear
happy,Having a wonderful piece of cake for lunch - what else could I want???
sad,is excited to be visited by her twin and best friend! dinner  star gazing  and a movie!   // cool 
relaxed, wow! I've joined the photography scene pretty recently so this (large format) makes it even more interesting
excited, - Woo! Great subject for this month. Now I can use my sparklers
excited, i am so jealous!!
sad,In a philosophical mood tonight  wandering round after dark does that for me
relaxed,Zeb has napped for 6 hours already today  and is asleep again... he must be growing fast
happy, I live for pain  bring it on
relaxed,  But I like it
sad, Never ever smoking around you again.
relaxed, Go the bubble bath!!!  Always relaxing.......
excited, I know exactly what you mean. My treats are more 'awhile' than 'once in'
relaxed, Clair
happy, Thanks for the support
happy, i hope such moments inspire you on your political journey back home. all the best
sad, Happy birthday. Let us know what you get up to old boy
happy,Wow  it's so early. Just had the best conversation.
happy, oh i like that let me c
sad,Head in the clouds
happy, Done some book signings in Manchester. Nice people up there. Enjoy the week.
happy, Thank you for approving my application at the TWA Forum  honey. Keep up the good work
happy, I miss you too.  We'll have to get together once everything settles down in a few weeks.  Congrats on the house!
excited, bank holiday is going well  had a great band practice so still on a buzz
happy,Bamboozle was amazing. I met TAKING BACK SUNDAY
happy, Just this random quote! I love stuff like that...
excited, I've made a game for you  Stephen-  - well  actually it's for us  not you
happy, I see you finally got to set up your Avatar. Too Cool
happy, oh look! traditional Chinese  it's so charming   I love the ? miss those shutters on the doors...
sad, Oh! I ate pizza last night too!  I stupidly feel closer to you somehow!
relaxed,  sounds like a challenge then  I can see it would be useful to be able explicitly  schedule threads...
relaxed, where?  U magazine?
relaxed, Welcome back!
happy, I must agree I do like blackberries!
happy,_people sure is
relaxed,Sunshine is back....... having a hair day  new due
happy,excited to jam + and auditions
happy,woo just made this  follow me
sad, Baking WIN! Thanks for that!
relaxed, This early in the morning  they probably won't even need much make-up
happy, How lovely
happy,In the arts having coffee and cake
relaxed, I always told my kids that I see and hear everything so mind your manors  so I guess that proved it to him.
sad, I used to be - but that was a while ago now - your argument is pretty sound for a trolley pusher
happy,off to get ready for school. have an absolute wonderful day!
relaxed,Birthday Girl ?  blessed to live another year &amp; celebrate with loved ones
happy,Happy Star Wars Day
excited,Kicking Back In The Holidays  No More School for a whiles
happy,Happy Star Wars Day!!! May The 4th Be With You!
relaxed,i just dyed my hair
relaxed,Good Morning
relaxed, See you in 10
excited, I queue for cake standing up and with a slight look of deranged anticipation on my face.
